sample_id,dataset,task,question,answer,answers,metadata,has_image
gqa_747,gqa,gqa,What kind of furniture is it?,table,"[""table""]","{""raw_index"": 747, ""qa_index"": 0, ""image_id"": ""747"", ""full_answer"": ""The piece of furniture is a table."", ""num_available_qa_pairs"": 3}",True
gqa_470,gqa,gqa,"In which part of the image is the microwave, the top or the bottom?",top,"[""top""]","{""raw_index"": 470, ""qa_index"": 0, ""image_id"": ""470"", ""full_answer"": ""The microwave is in the top of the image."", ""num_available_qa_pairs"": 2}",True
gqa_549,gqa,gqa,What is the food to the left of the cup?,pastry,"[""pastry""]","{""raw_index"": 549, ""qa_index"": 0, ""image_id"": ""549"", ""full_answer"": ""The food is a pastry."", ""num_available_qa_pairs"": 23}",True
gqa_127,gqa,gqa,Do the animals have different species?,yes,"[""yes""]","{""raw_index"": 127, ""qa_index"": 0, ""image_id"": ""127"", ""full_answer"": ""Yes, they are giraffes and ostriches."", ""num_available_qa_pairs"": 12}",True
gqa_387,gqa,gqa,Is the fence that is not short made of metal or wood?,wood,"[""wood""]","{""raw_index"": 387, ""qa_index"": 0, ""image_id"": ""387"", ""full_answer"": ""The fence is made of wood."", ""num_available_qa_pairs"": 9}",True
gqa_80,gqa,gqa,Could this place be a beach?,yes,"[""yes""]","{""raw_index"": 80, ""qa_index"": 0, ""image_id"": ""80"", ""full_answer"": ""Yes, it is a beach."", ""num_available_qa_pairs"": 14}",True
gqa_565,gqa,gqa,Are the skis on the left side?,no,"[""no""]","{""raw_index"": 565, ""qa_index"": 0, ""image_id"": ""565"", ""full_answer"": ""No, the skis are on the right of the image."", ""num_available_qa_pairs"": 9}",True
gqa_300,gqa,gqa,Which place is it?,field,"[""field""]","{""raw_index"": 300, ""qa_index"": 0, ""image_id"": ""300"", ""full_answer"": ""It is a field."", ""num_available_qa_pairs"": 17}",True
gqa_849,gqa,gqa,Who wears a shirt?,boy,"[""boy""]","{""raw_index"": 849, ""qa_index"": 0, ""image_id"": ""849"", ""full_answer"": ""The boy wears a shirt."", ""num_available_qa_pairs"": 8}",True
gqa_643,gqa,gqa,Do you see both steam and smoke in this image?,yes,"[""yes""]","{""raw_index"": 643, ""qa_index"": 0, ""image_id"": ""643"", ""full_answer"": ""Yes, there are both steam and smoke."", ""num_available_qa_pairs"": 4}",True
gqa_633,gqa,gqa,What does the pale man hold?,frisbee,"[""frisbee""]","{""raw_index"": 633, ""qa_index"": 0, ""image_id"": ""633"", ""full_answer"": ""The man holds the frisbee."", ""num_available_qa_pairs"": 7}",True
gqa_906,gqa,gqa,What is the color of the vehicle in the bottom of the photo?,gray,"[""gray""]","{""raw_index"": 906, ""qa_index"": 0, ""image_id"": ""906"", ""full_answer"": ""The car is gray."", ""num_available_qa_pairs"": 1}",True
gqa_882,gqa,gqa,What color is the man's hair?,dark,"[""dark""]","{""raw_index"": 882, ""qa_index"": 0, ""image_id"": ""882"", ""full_answer"": ""The hair is dark."", ""num_available_qa_pairs"": 7}",True
gqa_370,gqa,gqa,Is there either a black racket or baseball bat?,no,"[""no""]","{""raw_index"": 370, ""qa_index"": 0, ""image_id"": ""370"", ""full_answer"": ""No, there is a racket but it is red."", ""num_available_qa_pairs"": 20}",True
gqa_591,gqa,gqa,Is it an indoors or outdoors picture?,indoors,"[""indoors""]","{""raw_index"": 591, ""qa_index"": 0, ""image_id"": ""591"", ""full_answer"": ""It is indoors."", ""num_available_qa_pairs"": 21}",True
gqa_196,gqa,gqa,What do you think is on the table?,glass,"[""glass""]","{""raw_index"": 196, ""qa_index"": 0, ""image_id"": ""196"", ""full_answer"": ""The glass is on the table."", ""num_available_qa_pairs"": 25}",True
gqa_721,gqa,gqa,What color is the fruit that the muffin is to the left of?,brown,"[""brown""]","{""raw_index"": 721, ""qa_index"": 0, ""image_id"": ""721"", ""full_answer"": ""The blueberry is brown."", ""num_available_qa_pairs"": 27}",True
gqa_71,gqa,gqa,Are there both a helmet and a bike in the picture?,yes,"[""yes""]","{""raw_index"": 71, ""qa_index"": 0, ""image_id"": ""71"", ""full_answer"": ""Yes, there are both a bike and a helmet."", ""num_available_qa_pairs"": 11}",True
gqa_46,gqa,gqa,Do you see chimneys on the roof of the house?,yes,"[""yes""]","{""raw_index"": 46, ""qa_index"": 0, ""image_id"": ""46"", ""full_answer"": ""Yes, there is a chimney on the roof."", ""num_available_qa_pairs"": 15}",True
gqa_677,gqa,gqa,Does the jacket look black?,no,"[""no""]","{""raw_index"": 677, ""qa_index"": 0, ""image_id"": ""677"", ""full_answer"": ""No, the jacket is orange."", ""num_available_qa_pairs"": 22}",True
gqa_233,gqa,gqa,Is there either a green cucumber or pepper?,no,"[""no""]","{""raw_index"": 233, ""qa_index"": 0, ""image_id"": ""233"", ""full_answer"": ""No, there is a pepper but it is red."", ""num_available_qa_pairs"": 29}",True
gqa_791,gqa,gqa,What kind of watercraft is behind the man?,boats,"[""boats""]","{""raw_index"": 791, ""qa_index"": 0, ""image_id"": ""791"", ""full_answer"": ""The watercraft is boats."", ""num_available_qa_pairs"": 29}",True
gqa_296,gqa,gqa,Is the keyboard to the left of the electric lamp which is sitting on the desk?,yes,"[""yes""]","{""raw_index"": 296, ""qa_index"": 0, ""image_id"": ""296"", ""full_answer"": ""Yes, the keyboard is to the left of the lamp."", ""num_available_qa_pairs"": 29}",True
gqa_81,gqa,gqa,Where is the pump?,floor,"[""floor""]","{""raw_index"": 81, ""qa_index"": 0, ""image_id"": ""81"", ""full_answer"": ""The pump is on the floor."", ""num_available_qa_pairs"": 11}",True
gqa_875,gqa,gqa,Is the game controller in the top part or in the bottom of the image?,top,"[""top""]","{""raw_index"": 875, ""qa_index"": 0, ""image_id"": ""875"", ""full_answer"": ""The game controller is in the top of the image."", ""num_available_qa_pairs"": 1}",True
gqa_978,gqa,gqa,Where is the striped zebra standing on?,dirt,"[""dirt""]","{""raw_index"": 978, ""qa_index"": 0, ""image_id"": ""978"", ""full_answer"": ""The zebra is standing on the dirt."", ""num_available_qa_pairs"": 14}",True
gqa_887,gqa,gqa,Are there girls behind the dog?,yes,"[""yes""]","{""raw_index"": 887, ""qa_index"": 0, ""image_id"": ""887"", ""full_answer"": ""Yes, there is a girl behind the dog."", ""num_available_qa_pairs"": 9}",True
gqa_103,gqa,gqa,Are there any fathers or snowboarders?,no,"[""no""]","{""raw_index"": 103, ""qa_index"": 0, ""image_id"": ""103"", ""full_answer"": ""No, there are no fathers or snowboarders."", ""num_available_qa_pairs"": 16}",True
gqa_947,gqa,gqa,Are there both motorcycles and letters in this image?,no,"[""no""]","{""raw_index"": 947, ""qa_index"": 0, ""image_id"": ""947"", ""full_answer"": ""No, there are letters but no motorcycles."", ""num_available_qa_pairs"": 7}",True
gqa_954,gqa,gqa,Which kind of appliance is behind the man?,refrigerator,"[""refrigerator""]","{""raw_index"": 954, ""qa_index"": 0, ""image_id"": ""954"", ""full_answer"": ""The appliance is a refrigerator."", ""num_available_qa_pairs"": 43}",True
gqa_464,gqa,gqa,Is the bench below the grass black and steel?,no,"[""no""]","{""raw_index"": 464, ""qa_index"": 0, ""image_id"": ""464"", ""full_answer"": ""No, the bench is black but wooden."", ""num_available_qa_pairs"": 11}",True
gqa_650,gqa,gqa,Which kind of clothing is black?,pants,"[""pants""]","{""raw_index"": 650, ""qa_index"": 0, ""image_id"": ""650"", ""full_answer"": ""The clothing is pants."", ""num_available_qa_pairs"": 12}",True
gqa_854,gqa,gqa,Which place is it?,plain,"[""plain""]","{""raw_index"": 854, ""qa_index"": 0, ""image_id"": ""854"", ""full_answer"": ""It is a plain."", ""num_available_qa_pairs"": 3}",True
gqa_373,gqa,gqa,What kind of furniture is to the right of the onions?,chairs,"[""chairs""]","{""raw_index"": 373, ""qa_index"": 0, ""image_id"": ""373"", ""full_answer"": ""The pieces of furniture are chairs."", ""num_available_qa_pairs"": 17}",True
gqa_166,gqa,gqa,Is the jacket white?,no,"[""no""]","{""raw_index"": 166, ""qa_index"": 0, ""image_id"": ""166"", ""full_answer"": ""No, the jacket is blue."", ""num_available_qa_pairs"": 8}",True
gqa_379,gqa,gqa,On which side of the image is the short chimney?,left,"[""left""]","{""raw_index"": 379, ""qa_index"": 0, ""image_id"": ""379"", ""full_answer"": ""The chimney is on the left of the image."", ""num_available_qa_pairs"": 7}",True
gqa_363,gqa,gqa,Is the floor brown or white?,brown,"[""brown""]","{""raw_index"": 363, ""qa_index"": 0, ""image_id"": ""363"", ""full_answer"": ""The floor is brown."", ""num_available_qa_pairs"": 12}",True
gqa_214,gqa,gqa,How is the clothing item that is white called?,t-shirt,"[""t-shirt""]","{""raw_index"": 214, ""qa_index"": 0, ""image_id"": ""214"", ""full_answer"": ""The clothing item is a t-shirt."", ""num_available_qa_pairs"": 5}",True
gqa_686,gqa,gqa,Is the hair dry and light brown?,no,"[""no""]","{""raw_index"": 686, ""qa_index"": 0, ""image_id"": ""686"", ""full_answer"": ""No, the hair is light brown but wet."", ""num_available_qa_pairs"": 6}",True
gqa_273,gqa,gqa,Is the spatula to the right of a mixer?,no,"[""no""]","{""raw_index"": 273, ""qa_index"": 0, ""image_id"": ""273"", ""full_answer"": ""No, the spatula is to the right of a blender."", ""num_available_qa_pairs"": 24}",True
gqa_970,gqa,gqa,Is the bald man wearing glasses?,yes,"[""yes""]","{""raw_index"": 970, ""qa_index"": 0, ""image_id"": ""970"", ""full_answer"": ""Yes, the man is wearing glasses."", ""num_available_qa_pairs"": 21}",True
gqa_699,gqa,gqa,What is the color of the horse's tail?,black,"[""black""]","{""raw_index"": 699, ""qa_index"": 0, ""image_id"": ""699"", ""full_answer"": ""The tail is black."", ""num_available_qa_pairs"": 9}",True
gqa_663,gqa,gqa,What is the piece of furniture in the picture called?,bed,"[""bed""]","{""raw_index"": 663, ""qa_index"": 0, ""image_id"": ""663"", ""full_answer"": ""The piece of furniture is a bed."", ""num_available_qa_pairs"": 9}",True
gqa_73,gqa,gqa,Is the blue water murky or clear?,clear,"[""clear""]","{""raw_index"": 73, ""qa_index"": 0, ""image_id"": ""73"", ""full_answer"": ""The water is clear."", ""num_available_qa_pairs"": 19}",True
gqa_623,gqa,gqa,"Where is the SUV, in the bottom or in the top part of the picture?",bottom,"[""bottom""]","{""raw_index"": 623, ""qa_index"": 0, ""image_id"": ""623"", ""full_answer"": ""The SUV is in the bottom of the image."", ""num_available_qa_pairs"": 5}",True
gqa_907,gqa,gqa,Is the bag in the bottom part of the photo?,yes,"[""yes""]","{""raw_index"": 907, ""qa_index"": 0, ""image_id"": ""907"", ""full_answer"": ""Yes, the bag is in the bottom of the image."", ""num_available_qa_pairs"": 3}",True
gqa_175,gqa,gqa,Is the fork on a pizza?,no,"[""no""]","{""raw_index"": 175, ""qa_index"": 0, ""image_id"": ""175"", ""full_answer"": ""No, the fork is on a napkin."", ""num_available_qa_pairs"": 44}",True
gqa_546,gqa,gqa,What vehicle is on the road near the sidewalk?,truck,"[""truck""]","{""raw_index"": 546, ""qa_index"": 0, ""image_id"": ""546"", ""full_answer"": ""The vehicle is a truck."", ""num_available_qa_pairs"": 11}",True
gqa_746,gqa,gqa,What color do you think the jeans that the boy is wearing are?,light blue,"[""light blue""]","{""raw_index"": 746, ""qa_index"": 0, ""image_id"": ""746"", ""full_answer"": ""The jeans are light blue."", ""num_available_qa_pairs"": 29}",True
gqa_994,gqa,gqa,Is there any window that is not blue?,yes,"[""yes""]","{""raw_index"": 994, ""qa_index"": 0, ""image_id"": ""994"", ""full_answer"": ""Yes, there is a white window."", ""num_available_qa_pairs"": 12}",True
gqa_167,gqa,gqa,"On which side of the image is the mirror, the right or the left?",right,"[""right""]","{""raw_index"": 167, ""qa_index"": 0, ""image_id"": ""167"", ""full_answer"": ""The mirror is on the right of the image."", ""num_available_qa_pairs"": 21}",True
gqa_473,gqa,gqa,Are there any trains or fences?,no,"[""no""]","{""raw_index"": 473, ""qa_index"": 0, ""image_id"": ""473"", ""full_answer"": ""No, there are no fences or trains."", ""num_available_qa_pairs"": 1}",True
gqa_388,gqa,gqa,What is in front of the train?,platform,"[""platform""]","{""raw_index"": 388, ""qa_index"": 0, ""image_id"": ""388"", ""full_answer"": ""The platform is in front of the train."", ""num_available_qa_pairs"": 13}",True
gqa_276,gqa,gqa,Which kind of furniture is the pillow on?,couch,"[""couch""]","{""raw_index"": 276, ""qa_index"": 0, ""image_id"": ""276"", ""full_answer"": ""The pillow is on the couch."", ""num_available_qa_pairs"": 18}",True
gqa_655,gqa,gqa,What color is the wool?,white,"[""white""]","{""raw_index"": 655, ""qa_index"": 0, ""image_id"": ""655"", ""full_answer"": ""The wool is white."", ""num_available_qa_pairs"": 3}",True
gqa_704,gqa,gqa,Where is it?,display,"[""display""]","{""raw_index"": 704, ""qa_index"": 0, ""image_id"": ""704"", ""full_answer"": ""This is at the display."", ""num_available_qa_pairs"": 20}",True
gqa_570,gqa,gqa,What device is to the right of the guy?,screen,"[""screen""]","{""raw_index"": 570, ""qa_index"": 0, ""image_id"": ""570"", ""full_answer"": ""The device is a screen."", ""num_available_qa_pairs"": 12}",True
gqa_224,gqa,gqa,Are there goats or cows in this image?,no,"[""no""]","{""raw_index"": 224, ""qa_index"": 0, ""image_id"": ""224"", ""full_answer"": ""No, there are no cows or goats."", ""num_available_qa_pairs"": 2}",True
gqa_701,gqa,gqa,On which side is the traffic cone?,right,"[""right""]","{""raw_index"": 701, ""qa_index"": 0, ""image_id"": ""701"", ""full_answer"": ""The traffic cone is on the right of the image."", ""num_available_qa_pairs"": 16}",True
gqa_332,gqa,gqa,Does the animal look blue or brown?,blue,"[""blue""]","{""raw_index"": 332, ""qa_index"": 0, ""image_id"": ""332"", ""full_answer"": ""The animal is blue."", ""num_available_qa_pairs"": 5}",True
gqa_863,gqa,gqa,Is the dispenser in the bottom part?,no,"[""no""]","{""raw_index"": 863, ""qa_index"": 0, ""image_id"": ""863"", ""full_answer"": ""No, the dispenser is in the top of the image."", ""num_available_qa_pairs"": 21}",True
gqa_786,gqa,gqa,What is on the plate?,orange,"[""orange""]","{""raw_index"": 786, ""qa_index"": 0, ""image_id"": ""786"", ""full_answer"": ""The orange is on the plate."", ""num_available_qa_pairs"": 6}",True
gqa_794,gqa,gqa,Are there kites in the sky?,no,"[""no""]","{""raw_index"": 794, ""qa_index"": 0, ""image_id"": ""794"", ""full_answer"": ""No, there is an airplane in the sky."", ""num_available_qa_pairs"": 5}",True
gqa_57,gqa,gqa,Is the door white and closed?,no,"[""no""]","{""raw_index"": 57, ""qa_index"": 0, ""image_id"": ""57"", ""full_answer"": ""No, the door is white but open."", ""num_available_qa_pairs"": 13}",True
gqa_234,gqa,gqa,Are there both ties and glasses in this image?,no,"[""no""]","{""raw_index"": 234, ""qa_index"": 0, ""image_id"": ""234"", ""full_answer"": ""No, there is a tie but no glasses."", ""num_available_qa_pairs"": 30}",True
gqa_841,gqa,gqa,What is the animal on the mountain?,cow,"[""cow""]","{""raw_index"": 841, ""qa_index"": 0, ""image_id"": ""841"", ""full_answer"": ""The animal is a cow."", ""num_available_qa_pairs"": 7}",True
gqa_982,gqa,gqa,Is the red bag to the right or to the left of the bicycle on the right?,left,"[""left""]","{""raw_index"": 982, ""qa_index"": 0, ""image_id"": ""982"", ""full_answer"": ""The backpack is to the left of the bicycle."", ""num_available_qa_pairs"": 21}",True
gqa_824,gqa,gqa,Are there both pillows and vases in this photograph?,no,"[""no""]","{""raw_index"": 824, ""qa_index"": 0, ""image_id"": ""824"", ""full_answer"": ""No, there is a pillow but no vases."", ""num_available_qa_pairs"": 3}",True
gqa_323,gqa,gqa,Which side is the green cone on?,right,"[""right""]","{""raw_index"": 323, ""qa_index"": 0, ""image_id"": ""323"", ""full_answer"": ""The cone is on the right of the image."", ""num_available_qa_pairs"": 13}",True
gqa_410,gqa,gqa,Is the woman on the right?,no,"[""no""]","{""raw_index"": 410, ""qa_index"": 0, ""image_id"": ""410"", ""full_answer"": ""No, the woman is on the left of the image."", ""num_available_qa_pairs"": 20}",True
gqa_274,gqa,gqa,Is the man to the left of the bicycle leading a cow?,no,"[""no""]","{""raw_index"": 274, ""qa_index"": 0, ""image_id"": ""274"", ""full_answer"": ""No, the man is leading a horse."", ""num_available_qa_pairs"": 33}",True
gqa_67,gqa,gqa,Who wears a shoe?,batter,"[""batter""]","{""raw_index"": 67, ""qa_index"": 0, ""image_id"": ""67"", ""full_answer"": ""The batter wears a shoe."", ""num_available_qa_pairs"": 5}",True
gqa_216,gqa,gqa,Does the car look red?,no,"[""no""]","{""raw_index"": 216, ""qa_index"": 0, ""image_id"": ""216"", ""full_answer"": ""No, the car is silver."", ""num_available_qa_pairs"": 3}",True
gqa_580,gqa,gqa,Is the utensil to the right of the pepper dirty and metallic?,yes,"[""yes""]","{""raw_index"": 580, ""qa_index"": 0, ""image_id"": ""580"", ""full_answer"": ""Yes, the fork is dirty and metallic."", ""num_available_qa_pairs"": 18}",True
gqa_735,gqa,gqa,Is there any refrigerator to the left of the jar that is on the right of the image?,yes,"[""yes""]","{""raw_index"": 735, ""qa_index"": 0, ""image_id"": ""735"", ""full_answer"": ""Yes, there is a refrigerator to the left of the jar."", ""num_available_qa_pairs"": 43}",True
gqa_322,gqa,gqa,Are there both a truck and an airplane in this image?,yes,"[""yes""]","{""raw_index"": 322, ""qa_index"": 0, ""image_id"": ""322"", ""full_answer"": ""Yes, there are both an airplane and a truck."", ""num_available_qa_pairs"": 9}",True
gqa_217,gqa,gqa,Does the gray sky look sunny?,no,"[""no""]","{""raw_index"": 217, ""qa_index"": 0, ""image_id"": ""217"", ""full_answer"": ""No, the sky is cloudy."", ""num_available_qa_pairs"": 1}",True
gqa_671,gqa,gqa,Are there both a fork and a plate in this photo?,no,"[""no""]","{""raw_index"": 671, ""qa_index"": 0, ""image_id"": ""671"", ""full_answer"": ""No, there is a plate but no forks."", ""num_available_qa_pairs"": 3}",True
gqa_511,gqa,gqa,Do you see both bowls and tables in the image?,yes,"[""yes""]","{""raw_index"": 511, ""qa_index"": 0, ""image_id"": ""511"", ""full_answer"": ""Yes, there are both a table and a bowl."", ""num_available_qa_pairs"": 13}",True
gqa_405,gqa,gqa,What color is the car on the right?,blue,"[""blue""]","{""raw_index"": 405, ""qa_index"": 0, ""image_id"": ""405"", ""full_answer"": ""The car is blue."", ""num_available_qa_pairs"": 2}",True
gqa_658,gqa,gqa,Is the chimney on the left side?,no,"[""no""]","{""raw_index"": 658, ""qa_index"": 0, ""image_id"": ""658"", ""full_answer"": ""No, the chimney is on the right of the image."", ""num_available_qa_pairs"": 10}",True
gqa_469,gqa,gqa,"What type of food is sweet, the chocolate or the ice cream?",ice cream,"[""ice cream""]","{""raw_index"": 469, ""qa_index"": 0, ""image_id"": ""469"", ""full_answer"": ""The ice cream is sweet."", ""num_available_qa_pairs"": 33}",True
gqa_146,gqa,gqa,Do you see any players to the right of the people in the top?,yes,"[""yes""]","{""raw_index"": 146, ""qa_index"": 0, ""image_id"": ""146"", ""full_answer"": ""Yes, there is a player to the right of the people."", ""num_available_qa_pairs"": 15}",True
gqa_271,gqa,gqa,Are there both kites and grinders in this scene?,no,"[""no""]","{""raw_index"": 271, ""qa_index"": 0, ""image_id"": ""271"", ""full_answer"": ""No, there is a kite but no grinders."", ""num_available_qa_pairs"": 2}",True
gqa_992,gqa,gqa,What color is the wood table?,brown,"[""brown""]","{""raw_index"": 992, ""qa_index"": 0, ""image_id"": ""992"", ""full_answer"": ""The table is brown."", ""num_available_qa_pairs"": 14}",True
gqa_252,gqa,gqa,Who wears a cap?,boy,"[""boy""]","{""raw_index"": 252, ""qa_index"": 0, ""image_id"": ""252"", ""full_answer"": ""The boy wears a cap."", ""num_available_qa_pairs"": 13}",True
gqa_762,gqa,gqa,Are there crowns that are not white?,yes,"[""yes""]","{""raw_index"": 762, ""qa_index"": 0, ""image_id"": ""762"", ""full_answer"": ""Yes, there is a brown crown."", ""num_available_qa_pairs"": 1}",True
gqa_974,gqa,gqa,Does the giraffe's mane look white?,no,"[""no""]","{""raw_index"": 974, ""qa_index"": 0, ""image_id"": ""974"", ""full_answer"": ""No, the mane is brown."", ""num_available_qa_pairs"": 2}",True
gqa_551,gqa,gqa,Is the yellow cup on the left side of the picture?,yes,"[""yes""]","{""raw_index"": 551, ""qa_index"": 0, ""image_id"": ""551"", ""full_answer"": ""Yes, the cup is on the left of the image."", ""num_available_qa_pairs"": 3}",True
gqa_269,gqa,gqa,Who is wearing a jacket?,woman,"[""woman""]","{""raw_index"": 269, ""qa_index"": 0, ""image_id"": ""269"", ""full_answer"": ""The woman is wearing a jacket."", ""num_available_qa_pairs"": 54}",True
gqa_764,gqa,gqa,What is the wine inside of?,glass,"[""glass""]","{""raw_index"": 764, ""qa_index"": 0, ""image_id"": ""764"", ""full_answer"": ""The wine is inside the glass."", ""num_available_qa_pairs"": 15}",True
gqa_598,gqa,gqa,Is the mirror on the right side or on the left of the photo?,left,"[""left""]","{""raw_index"": 598, ""qa_index"": 0, ""image_id"": ""598"", ""full_answer"": ""The mirror is on the left of the image."", ""num_available_qa_pairs"": 4}",True
gqa_438,gqa,gqa,Does the green grass look tall or short?,tall,"[""tall""]","{""raw_index"": 438, ""qa_index"": 0, ""image_id"": ""438"", ""full_answer"": ""The grass is tall."", ""num_available_qa_pairs"": 9}",True
gqa_597,gqa,gqa,Do you see girls to the left of the man who is wearing a shirt?,no,"[""no""]","{""raw_index"": 597, ""qa_index"": 0, ""image_id"": ""597"", ""full_answer"": ""No, there is a car to the left of the man."", ""num_available_qa_pairs"": 15}",True
gqa_408,gqa,gqa,Which place is it?,road,"[""road""]","{""raw_index"": 408, ""qa_index"": 0, ""image_id"": ""408"", ""full_answer"": ""It is a road."", ""num_available_qa_pairs"": 13}",True
gqa_925,gqa,gqa,What color are the wide eyes?,gray,"[""gray""]","{""raw_index"": 925, ""qa_index"": 0, ""image_id"": ""925"", ""full_answer"": ""The eyes are gray."", ""num_available_qa_pairs"": 9}",True
gqa_881,gqa,gqa,What is in front of the bushes?,fence,"[""fence""]","{""raw_index"": 881, ""qa_index"": 0, ""image_id"": ""881"", ""full_answer"": ""The fence is in front of the bushes."", ""num_available_qa_pairs"": 12}",True
gqa_141,gqa,gqa,What is the toy to the left of him?,doll,"[""doll""]","{""raw_index"": 141, ""qa_index"": 0, ""image_id"": ""141"", ""full_answer"": ""The toy is a doll."", ""num_available_qa_pairs"": 15}",True
gqa_521,gqa,gqa,What is this food called?,pizza,"[""pizza""]","{""raw_index"": 521, ""qa_index"": 0, ""image_id"": ""521"", ""full_answer"": ""This is a pizza."", ""num_available_qa_pairs"": 61}",True
gqa_505,gqa,gqa,"Who is younger, the man or the woman?",woman,"[""woman""]","{""raw_index"": 505, ""qa_index"": 0, ""image_id"": ""505"", ""full_answer"": ""The woman is younger than the man."", ""num_available_qa_pairs"": 22}",True
gqa_93,gqa,gqa,Are there both a window and a door in this scene?,no,"[""no""]","{""raw_index"": 93, ""qa_index"": 0, ""image_id"": ""93"", ""full_answer"": ""No, there is a window but no doors."", ""num_available_qa_pairs"": 2}",True
gqa_773,gqa,gqa,What color is the helmet in the middle?,pink,"[""pink""]","{""raw_index"": 773, ""qa_index"": 0, ""image_id"": ""773"", ""full_answer"": ""The helmet is pink."", ""num_available_qa_pairs"": 19}",True
gqa_48,gqa,gqa,Is that surfboard wooden and large?,yes,"[""yes""]","{""raw_index"": 48, ""qa_index"": 0, ""image_id"": ""48"", ""full_answer"": ""Yes, the surfboard is wooden and large."", ""num_available_qa_pairs"": 20}",True
gqa_112,gqa,gqa,Does the person to the left of the mirror wear jeans?,no,"[""no""]","{""raw_index"": 112, ""qa_index"": 0, ""image_id"": ""112"", ""full_answer"": ""No, the man wears trousers."", ""num_available_qa_pairs"": 12}",True
gqa_156,gqa,gqa,Which place is it?,field,"[""field""]","{""raw_index"": 156, ""qa_index"": 0, ""image_id"": ""156"", ""full_answer"": ""It is a field."", ""num_available_qa_pairs"": 1}",True
gqa_642,gqa,gqa,Are there any elephants in the water?,no,"[""no""]","{""raw_index"": 642, ""qa_index"": 0, ""image_id"": ""642"", ""full_answer"": ""No, there is a bear in the water."", ""num_available_qa_pairs"": 6}",True
gqa_958,gqa,gqa,What is on the pole?,street sign,"[""street sign""]","{""raw_index"": 958, ""qa_index"": 0, ""image_id"": ""958"", ""full_answer"": ""The street sign is on the pole."", ""num_available_qa_pairs"": 5}",True
gqa_811,gqa,gqa,Where is the plane?,sky,"[""sky""]","{""raw_index"": 811, ""qa_index"": 0, ""image_id"": ""811"", ""full_answer"": ""The plane is on the sky."", ""num_available_qa_pairs"": 5}",True
gqa_696,gqa,gqa,What is the man wearing?,jeans,"[""jeans""]","{""raw_index"": 696, ""qa_index"": 0, ""image_id"": ""696"", ""full_answer"": ""The man is wearing jeans."", ""num_available_qa_pairs"": 8}",True
gqa_956,gqa,gqa,On which side of the picture is the vehicle?,left,"[""left""]","{""raw_index"": 956, ""qa_index"": 0, ""image_id"": ""956"", ""full_answer"": ""The vehicle is on the left of the image."", ""num_available_qa_pairs"": 3}",True
gqa_610,gqa,gqa,What is the house in front of?,tree,"[""tree""]","{""raw_index"": 610, ""qa_index"": 0, ""image_id"": ""610"", ""full_answer"": ""The house is in front of the tree."", ""num_available_qa_pairs"": 17}",True
gqa_65,gqa,gqa,Which side is the car on?,left,"[""left""]","{""raw_index"": 65, ""qa_index"": 0, ""image_id"": ""65"", ""full_answer"": ""The car is on the left of the image."", ""num_available_qa_pairs"": 8}",True
gqa_394,gqa,gqa,What makes up the fork to the right of the cherry?,plastic,"[""plastic""]","{""raw_index"": 394, ""qa_index"": 0, ""image_id"": ""394"", ""full_answer"": ""The fork is made of plastic."", ""num_available_qa_pairs"": 30}",True
gqa_390,gqa,gqa,Who wears a shirt?,guy,"[""guy""]","{""raw_index"": 390, ""qa_index"": 0, ""image_id"": ""390"", ""full_answer"": ""The guy wears a shirt."", ""num_available_qa_pairs"": 8}",True
gqa_963,gqa,gqa,Is this a remote control or a keyboard?,remote control,"[""remote control""]","{""raw_index"": 963, ""qa_index"": 0, ""image_id"": ""963"", ""full_answer"": ""This is a remote control."", ""num_available_qa_pairs"": 1}",True
gqa_479,gqa,gqa,Are the people on the right or on the left side?,right,"[""right""]","{""raw_index"": 479, ""qa_index"": 0, ""image_id"": ""479"", ""full_answer"": ""The people are on the right of the image."", ""num_available_qa_pairs"": 3}",True
gqa_541,gqa,gqa,Is the bag on the right side or on the left?,left,"[""left""]","{""raw_index"": 541, ""qa_index"": 0, ""image_id"": ""541"", ""full_answer"": ""The bag is on the left of the image."", ""num_available_qa_pairs"": 3}",True
gqa_257,gqa,gqa,"In which part of the picture is the man, the top or the bottom?",bottom,"[""bottom""]","{""raw_index"": 257, ""qa_index"": 0, ""image_id"": ""257"", ""full_answer"": ""The man is in the bottom of the image."", ""num_available_qa_pairs"": 14}",True
gqa_566,gqa,gqa,"How does the mane look, short or long?",short,"[""short""]","{""raw_index"": 566, ""qa_index"": 0, ""image_id"": ""566"", ""full_answer"": ""The mane is short."", ""num_available_qa_pairs"": 1}",True
gqa_11,gqa,gqa,Is the field green or brown?,green,"[""green""]","{""raw_index"": 11, ""qa_index"": 0, ""image_id"": ""11"", ""full_answer"": ""The field is green."", ""num_available_qa_pairs"": 13}",True
gqa_830,gqa,gqa,Is it an indoors scene?,no,"[""no""]","{""raw_index"": 830, ""qa_index"": 0, ""image_id"": ""830"", ""full_answer"": ""No, it is outdoors."", ""num_available_qa_pairs"": 1}",True
gqa_738,gqa,gqa,Do the trees look covered or bare?,bare,"[""bare""]","{""raw_index"": 738, ""qa_index"": 0, ""image_id"": ""738"", ""full_answer"": ""The trees are bare."", ""num_available_qa_pairs"": 5}",True
