sample_id,dataset,task,question,answer,answers,metadata,has_image
vqav2_4,vqav2,vqav2,What holiday is the dog's hat for?,christmas,"[""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas"", ""christmas""]","{""raw_index"": 4, ""image_id"": ""302260""}",True
vqav2_97,vqav2,vqav2,How many people in the picture are wearing glasses?,2,"[""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""]","{""raw_index"": 97, ""image_id"": ""99416""}",True
vqav2_88,vqav2,vqav2,What are the letters on the side of the plane?,d-eoju,"[""d-eoju"", ""dojo"", ""dojo"", ""d-eoju"", ""d eoju"", ""d-eoju"", ""d-eoju"", ""dojo"", ""d-eoju"", ""on tail""]","{""raw_index"": 88, ""image_id"": ""445561""}",True
vqav2_27,vqav2,vqav2,What color is the sky?,blue,"[""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue"", ""blue""]","{""raw_index"": 27, ""image_id"": ""410221""}",True
vqav2_29,vqav2,vqav2,What is the substance coming out of the top of the machine?,smoke,"[""smoke"", ""smoke"", ""smoke"", ""smoke"", ""black smoke"", ""smoke"", ""smoke"", ""smoke"", ""smoke"", ""smoke""]","{""raw_index"": 29, ""image_id"": ""346107""}",True
vqav2_64,vqav2,vqav2,What color is the border of the whiteboard in the background?,black,"[""black"", ""dark brown"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]","{""raw_index"": 64, ""image_id"": ""451120""}",True
vqav2_77,vqav2,vqav2,Will the person drown if he falls off?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""yes"", ""no"", ""no"", ""no""]","{""raw_index"": 77, ""image_id"": ""42190""}",True
vqav2_84,vqav2,vqav2,Does this dog look startled?,yes,"[""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 84, ""image_id"": ""230619""}",True
vqav2_71,vqav2,vqav2,How many remotes are black?,5,"[""5"", ""5"", ""3"", ""5"", ""5"", ""5"", ""5"", ""5"", ""4"", ""5""]","{""raw_index"": 71, ""image_id"": ""242665""}",True
vqav2_25,vqav2,vqav2,How many meters are in the photo?,2,"[""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""]","{""raw_index"": 25, ""image_id"": ""291144""}",True
vqav2_89,vqav2,vqav2,What color is the boy sock?,gray,"[""gray"", ""gray"", ""olive"", ""gray"", ""gray"", ""gray"", ""gray"", ""gray"", ""gray"", ""gray""]","{""raw_index"": 89, ""image_id"": ""161586""}",True
vqav2_53,vqav2,vqav2,Where is this?,tollbooth,"[""tollbooth"", ""tollbooth"", ""tollbooth"", ""toll road"", ""toll road"", ""toll pay station"", ""tollbooth"", ""tollbooth"", ""tollbooth"", ""customs""]","{""raw_index"": 53, ""image_id"": ""50355""}",True
vqav2_93,vqav2,vqav2,Are there any vegetables on the pizza?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 93, ""image_id"": ""238806""}",True
vqav2_57,vqav2,vqav2,What color is the vehicle facing left?,blue and white,"[""blue and white"", ""blue and white"", ""blue"", ""blue"", ""blue"", ""blue and white"", ""blue and white"", ""blue and white"", ""blue/white"", ""blue and white""]","{""raw_index"": 57, ""image_id"": ""6074""}",True
vqav2_95,vqav2,vqav2,What is written on this cycle?,paso 750,"[""paso 750"", ""paso 750"", ""paso 750"", ""paso 750"", ""paso 750"", ""paso 750"", ""paso 750"", ""paso 750"", ""paso 750"", ""paso 750""]","{""raw_index"": 95, ""image_id"": ""272241""}",True
vqav2_0,vqav2,vqav2,Is it daytime?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 0, ""image_id"": ""100187""}",True
vqav2_20,vqav2,vqav2,What color are the bar stools?,green,"[""oak"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green""]","{""raw_index"": 20, ""image_id"": ""296065""}",True
vqav2_90,vqav2,vqav2,Did she take a full swing?,yes,"[""no"", ""yes"", ""yes"", ""yes"", ""no"", ""no"", ""yes"", ""yes"", ""no"", ""yes""]","{""raw_index"": 90, ""image_id"": ""498802""}",True
vqav2_43,vqav2,vqav2,What is the object on the left?,trash can,"[""toilet"", ""trash cans"", ""trash can"", ""garbage can"", ""toilet"", ""trash can"", ""trash can"", ""trash can"", ""trash bin"", ""garbage can""]","{""raw_index"": 43, ""image_id"": ""564851""}",True
vqav2_79,vqav2,vqav2,What season is this?,summer,"[""not sure"", ""summer"", ""summer"", ""summer"", ""summer"", ""summer"", ""summer"", ""summer"", ""summer"", ""spring""]","{""raw_index"": 79, ""image_id"": ""165009""}",True
vqav2_19,vqav2,vqav2,What color are the stripes?,white,"[""white"", ""white"", ""white"", ""white"", ""white"", ""white"", ""blue"", ""white"", ""black and white"", ""white""]","{""raw_index"": 19, ""image_id"": ""376667""}",True
vqav2_82,vqav2,vqav2,What color is his shirt?,black,"[""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black"", ""black""]","{""raw_index"": 82, ""image_id"": ""564868""}",True
vqav2_67,vqav2,vqav2,Is this an ad?,no,"[""yes"", ""no"", ""no"", ""no"", ""yes"", ""no"", ""yes"", ""no"", ""yes"", ""no""]","{""raw_index"": 67, ""image_id"": ""358884""}",True
vqav2_6,vqav2,vqav2,What color is her dress?,gray,"[""gray"", ""brown"", ""gray"", ""blue"", ""not dress"", ""white"", ""gray"", ""gray and black"", ""white"", ""white""]","{""raw_index"": 6, ""image_id"": ""32364""}",True
vqav2_5,vqav2,vqav2,How many shrubs are in the yard?,0,"[""0"", ""0"", ""0"", ""0"", ""1"", ""3"", ""1"", ""0"", ""0"", ""0""]","{""raw_index"": 5, ""image_id"": ""297944""}",True
vqav2_24,vqav2,vqav2,What is in the sky?,planes,"[""planes"", ""planes"", ""planes"", ""planes"", ""clouds"", ""planes"", ""clouds"", ""clouds"", ""fighter planes"", ""airplanes""]","{""raw_index"": 24, ""image_id"": ""480133""}",True
vqav2_62,vqav2,vqav2,What is the man doing?,feeding elephants,"[""feeding"", ""gathering hay"", ""feeding elephant"", ""feeding elephants"", ""feeding elephants"", ""feeding elephants"", ""feeding"", ""feeding elephants"", ""feeding elephants"", ""feeding elephants""]","{""raw_index"": 62, ""image_id"": ""186240""}",True
vqav2_22,vqav2,vqav2,What kind of event is this?,conference,"[""meeting"", ""banquet"", ""wake"", ""conference"", ""dinner"", ""lunch"", ""conference"", ""conference"", ""conference"", ""conference""]","{""raw_index"": 22, ""image_id"": ""356280""}",True
vqav2_68,vqav2,vqav2,Is this easy terrain to hike?,no,"[""yes"", ""no"", ""no"", ""yes"", ""yes"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 68, ""image_id"": ""52851""}",True
vqav2_58,vqav2,vqav2,What type of hairstyle does this man have?,short,"[""buzz cut"", ""short"", ""short"", ""shaven"", ""short hair"", ""short"", ""close cropped"", ""bowl cut"", ""regular"", ""short""]","{""raw_index"": 58, ""image_id"": ""368836""}",True
vqav2_38,vqav2,vqav2,Is the bus green?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""yes"", ""no"", ""no""]","{""raw_index"": 38, ""image_id"": ""391187""}",True
vqav2_16,vqav2,vqav2,Is the bear wearing shoes?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 16, ""image_id"": ""4396""}",True
vqav2_51,vqav2,vqav2,How many blondes in the photo?,1,"[""1"", ""2"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1""]","{""raw_index"": 51, ""image_id"": ""538163""}",True
vqav2_2,vqav2,vqav2,Is the light on?,yes,"[""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""no"", ""yes"", ""no"", ""no"", ""yes""]","{""raw_index"": 2, ""image_id"": ""134483""}",True
vqav2_46,vqav2,vqav2,Is this an open floor plan?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""no"", ""no"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 46, ""image_id"": ""121611""}",True
vqav2_99,vqav2,vqav2,Are any of the televisions on?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 99, ""image_id"": ""82229""}",True
vqav2_34,vqav2,vqav2,Is it sunny?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""no"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 34, ""image_id"": ""137844""}",True
vqav2_7,vqav2,vqav2,What color jacket is the person on the left wearing?,green,"[""yellow"", ""green"", ""green"", ""blue"", ""green"", ""green"", ""green"", ""blue"", ""yellow"", ""green""]","{""raw_index"": 7, ""image_id"": ""413522""}",True
vqav2_60,vqav2,vqav2,Is the pizza pie on a plate?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 60, ""image_id"": ""82554""}",True
vqav2_61,vqav2,vqav2,What type of pizza is that?,pepperoni,"[""veggie"", ""pepperoni"", ""pepperoni"", ""margherita"", ""pepperoni"", ""pepperoni"", ""pepperoni"", ""pepperoni and cheese"", ""tomato"", ""veggie""]","{""raw_index"": 61, ""image_id"": ""411282""}",True
vqav2_66,vqav2,vqav2,What animal is in the picture?,zebra,"[""zebra"", ""zebra"", ""zebra"", ""zebra"", ""zebra"", ""zebra"", ""zebra"", ""zebra"", ""zebra"", ""zebra""]","{""raw_index"": 66, ""image_id"": ""360512""}",True
vqav2_18,vqav2,vqav2,What does the yellow sign say?,ped xing,"[""can't tell"", ""ped xing"", ""ped xing"", ""ped xing"", ""ped xing"", ""ped xing"", ""pending"", ""pedestrian crossing"", ""pedestrian crossing"", ""ped xing""]","{""raw_index"": 18, ""image_id"": ""406647""}",True
vqav2_40,vqav2,vqav2,What is the scientific name of the animal shown?,bird,"[""bird"", ""crow"", ""bird"", ""bird"", ""black crow"", ""song birds"", ""corvus"", ""don't know"", ""bird"", ""corvus corax""]","{""raw_index"": 40, ""image_id"": ""503660""}",True
vqav2_39,vqav2,vqav2,Is the skateboarder wearing any safety equipment?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 39, ""image_id"": ""113095""}",True
vqav2_23,vqav2,vqav2,Has this item been bitten?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""no""]","{""raw_index"": 23, ""image_id"": ""527906""}",True
vqav2_36,vqav2,vqav2,Which direction are the zebras walking?,left,"[""west"", ""left"", ""left"", ""left"", ""left"", ""left"", ""left"", ""left"", ""left"", ""left""]","{""raw_index"": 36, ""image_id"": ""393979""}",True
vqav2_12,vqav2,vqav2,What color is the seahorse?,yellow and orange,"[""yellow and orange"", ""yellow and orange"", ""orange and yellow"", ""gray"", ""orange"", ""red and yellow"", ""orange and yellow"", ""orange"", ""yellow and red"", ""yellow and orange""]","{""raw_index"": 12, ""image_id"": ""346214""}",True
vqav2_85,vqav2,vqav2,What color is the dog?,black,"[""black"", ""brown and black"", ""black and tan"", ""brown"", ""black"", ""black, tan"", ""black and brown"", ""not sure"", ""black"", ""black""]","{""raw_index"": 85, ""image_id"": ""446522""}",True
vqav2_52,vqav2,vqav2,How many outlets are there?,3,"[""1"", ""3"", ""4"", ""3"", ""4"", ""2"", ""3"", ""1"", ""4"", ""2""]","{""raw_index"": 52, ""image_id"": ""445658""}",True
vqav2_98,vqav2,vqav2,Is it a sunny day?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 98, ""image_id"": ""418092""}",True
vqav2_44,vqav2,vqav2,Are there leaves on the trees?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 44, ""image_id"": ""415828""}",True
vqav2_74,vqav2,vqav2,What is the cow eating?,grass,"[""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass"", ""grass""]","{""raw_index"": 74, ""image_id"": ""104095""}",True
vqav2_63,vqav2,vqav2,What is on the skateboarders head?,hood,"[""nothing"", ""hood"", ""hood"", ""hood"", ""hoodie"", ""hood"", ""hood"", ""hood"", ""hood"", ""hoodie""]","{""raw_index"": 63, ""image_id"": ""142360""}",True
vqav2_59,vqav2,vqav2,Where is the horse's rider?,on beach,"[""on beach"", ""in front of him"", ""front of horse"", ""on beach"", ""taking rest"", ""not on horse"", ""in front of horse"", ""in front"", ""in front of horse"", ""walking""]","{""raw_index"": 59, ""image_id"": ""331242""}",True
vqav2_47,vqav2,vqav2,What kind of drink is in the glass?,pepsi,"[""pepsi"", ""soda"", ""pepsi"", ""pepsi"", ""pepsi"", ""paper cup"", ""pepsi"", ""pepsi"", ""pepsi"", ""pepsi""]","{""raw_index"": 47, ""image_id"": ""311303""}",True
vqav2_8,vqav2,vqav2,What color shoes is the girl wearing?,red,"[""red"", ""red and yellow"", ""black"", ""red and yellow"", ""red"", ""red"", ""red and yellow"", ""red"", ""red and yellow"", ""red""]","{""raw_index"": 8, ""image_id"": ""248069""}",True
vqav2_33,vqav2,vqav2,What is in the bottles?,beer,"[""beer"", ""beer"", ""beverage"", ""beer"", ""beer"", ""beer"", ""sauce"", ""beer"", ""beer"", ""bear""]","{""raw_index"": 33, ""image_id"": ""91883""}",True
vqav2_87,vqav2,vqav2,How many zebras are there?,1,"[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""]","{""raw_index"": 87, ""image_id"": ""447194""}",True
vqav2_26,vqav2,vqav2,What brand is the remote control?,lg,"[""toshiba"", ""sony"", ""sharp"", ""verizon"", ""lg"", ""comcast"", ""rca"", ""lg"", ""trees"", ""rca""]","{""raw_index"": 26, ""image_id"": ""346586""}",True
vqav2_83,vqav2,vqav2,What is happening to the wheels?,going up,"[""they're retracting"", ""they're raising"", ""going up"", ""going up"", ""going in"", ""their turning in"", ""retracting"", ""retracting"", ""going in"", ""closing""]","{""raw_index"": 83, ""image_id"": ""330079""}",True
vqav2_49,vqav2,vqav2,Is this room a kitchen?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""could be"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 49, ""image_id"": ""559101""}",True
vqav2_80,vqav2,vqav2,What is the person doing?,texting,"[""texting"", ""texting"", ""using phone"", ""on phone"", ""looking at phone"", ""using phone"", ""texting"", ""texting"", ""looking at phone"", ""checking phone""]","{""raw_index"": 80, ""image_id"": ""14549""}",True
vqav2_96,vqav2,vqav2,Is the elephant trying to help?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""y"", ""yes"", ""yes"", ""yes"", ""no""]","{""raw_index"": 96, ""image_id"": ""357354""}",True
vqav2_32,vqav2,vqav2,Are the benches attached to the table?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 32, ""image_id"": ""329421""}",True
vqav2_21,vqav2,vqav2,What are the cables attached to that is out of the picture?,kite,"[""plane"", ""kite"", ""parasail"", ""kite"", ""windsail"", ""sail of some sort"", ""kite"", ""parasail"", ""kite"", ""kite""]","{""raw_index"": 21, ""image_id"": ""470513""}",True
vqav2_30,vqav2,vqav2,What has spots?,giraffe,"[""giraffe"", ""giraffe"", ""giraffe"", ""giraffe"", ""giraffe"", ""giraffes"", ""giraffe"", ""giraffes"", ""giraffes"", ""giraffe""]","{""raw_index"": 30, ""image_id"": ""192970""}",True
vqav2_37,vqav2,vqav2,How many pizza's are on the stove?,2,"[""3"", ""2"", ""2"", ""2"", ""2"", ""3"", ""6"", ""4"", ""3"", ""2""]","{""raw_index"": 37, ""image_id"": ""251920""}",True
vqav2_76,vqav2,vqav2,What are the couple looking at?,newspapers,"[""newspapers"", ""paper"", ""newspaper"", ""newspapers"", ""reading material"", ""newspapers"", ""newspapers"", ""newspapers"", ""newspaper"", ""newspaper""]","{""raw_index"": 76, ""image_id"": ""516422""}",True
vqav2_92,vqav2,vqav2,What kind of event would feature these types of planes?,air show,"[""air show"", ""airshow"", ""air show"", ""air show"", ""air show"", ""air show"", ""air show"", ""airshow"", ""airshow"", ""airshow""]","{""raw_index"": 92, ""image_id"": ""504378""}",True
vqav2_48,vqav2,vqav2,What are they celebrating?,wedding,"[""wedding"", ""wedding"", ""wedding"", ""wedding"", ""wedding"", ""wedding"", ""wedding"", ""wedding"", ""wedding"", ""wedding""]","{""raw_index"": 48, ""image_id"": ""31041""}",True
vqav2_45,vqav2,vqav2,How many cars are parked?,1,"[""1"", ""0"", ""0"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""]","{""raw_index"": 45, ""image_id"": ""424554""}",True
vqav2_72,vqav2,vqav2,Are there trees in the background?,no,"[""no"", ""no"", ""no"", ""no"", ""0"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 72, ""image_id"": ""403065""}",True
vqav2_56,vqav2,vqav2,Is there a stop sign behind the vehicle?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 56, ""image_id"": ""391392""}",True
vqav2_55,vqav2,vqav2,What color is the traffic light?,yellow,"[""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow"", ""yellow""]","{""raw_index"": 55, ""image_id"": ""175867""}",True
vqav2_10,vqav2,vqav2,How many kites have legs?,3,"[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""2"", ""3""]","{""raw_index"": 10, ""image_id"": ""499727""}",True
vqav2_73,vqav2,vqav2,What is unusual about this picture?,bird,"[""bird on door handle"", ""bird"", ""bird on door handle"", ""bird on door"", ""bird"", ""bird on handle"", ""pigeon on handle of car"", ""bird sitting on door handle"", ""bird"", ""bird on handle""]","{""raw_index"": 73, ""image_id"": ""137490""}",True
vqav2_78,vqav2,vqav2,Is there a forest in the foreground from the flags?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""yes"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 78, ""image_id"": ""273551""}",True
vqav2_15,vqav2,vqav2,What color is the disk?,green,"[""green"", ""green and red"", ""green"", ""green/black/red"", ""green"", ""green"", ""green"", ""green"", ""green"", ""green""]","{""raw_index"": 15, ""image_id"": ""455506""}",True
vqav2_70,vqav2,vqav2,What is on the night stand in front of the alarm clock?,eyeglasses,"[""glasses"", ""eyeglasses"", ""glasses"", ""eyeglasses"", ""eyeglasses"", ""glasses"", ""eyeglasses"", ""clock radio"", ""eyeglasses"", ""glasses""]","{""raw_index"": 70, ""image_id"": ""552217""}",True
vqav2_1,vqav2,vqav2,Is there another bus behind this one?,no,"[""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 1, ""image_id"": ""278161""}",True
vqav2_50,vqav2,vqav2,Are there figures in the background?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 50, ""image_id"": ""55395""}",True
vqav2_65,vqav2,vqav2,How many plates are there?,2,"[""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2""]","{""raw_index"": 65, ""image_id"": ""311304""}",True
vqav2_9,vqav2,vqav2,Is the skier going up or down the hill?,up,"[""up"", ""up"", ""up"", ""up"", ""up"", ""up"", ""up"", ""up"", ""up"", ""up""]","{""raw_index"": 9, ""image_id"": ""145824""}",True
vqav2_91,vqav2,vqav2,What is the child doing?,looking at record,"[""looking record"", ""brushing her teeth"", ""looking at record"", ""looking at record"", ""looking"", ""playing"", ""exploring"", ""holding record"", ""looking at record"", ""looking""]","{""raw_index"": 91, ""image_id"": ""563281""}",True
vqav2_41,vqav2,vqav2,What color is the motorcycle in the front?,red,"[""red"", ""red"", ""red"", ""red"", ""red and green"", ""red green and blue"", ""red"", ""red"", ""red"", ""red""]","{""raw_index"": 41, ""image_id"": ""455610""}",True
vqav2_42,vqav2,vqav2,Is this the beach?,no,"[""no"", ""no"", ""yes"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no"", ""no""]","{""raw_index"": 42, ""image_id"": ""442952""}",True
